epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
239,22739.9,0.74733,0.91023,0.4823,0.00851,0.04142,0.50753,0.42112,0.41705,0.30149,0.50412,0.41957,0.41549,0.25762,1.36575,3.00045,2.40331,0.02071,0,0.00052876,0.00052876,0.00052876
240,22835.3,0.7214,0.81181,0.41692,0.00872,0.03889,0.57866,0.38357,0.42072,0.29972,0.57536,0.38095,0.41478,0.26614,1.38212,2.99475,2.41654,0.02117,0,0.00052678,0.00052678,0.00052678
241,22930.9,0.71791,0.78693,0.4474,0.00932,0.03909,0.57369,0.3748,0.42059,0.2924,0.56844,0.37166,0.41184,0.26727,1.39137,2.86228,2.39553,0.02097,0,0.0005248,0.0005248,0.0005248
242,23026.3,0.75069,0.89383,0.4888,0.00934,0.04244,0.63459,0.3686,0.41689,0.29341,0.63109,0.36686,0.41088,0.26223,1.38262,2.86094,2.34422,0.02129,0,0.00052282,0.00052282,0.00052282
243,23121.5,0.71791,0.8507,0.44495,0.00874,0.03797,0.62619,0.36859,0.42121,0.30502,0.62196,0.36686,0.4157,0.27149,1.37159,2.91273,2.31233,0.02085,0,0.00052084,0.00052084,0.00052084
244,23216.3,0.72314,0.81284,0.48465,0.00864,0.04008,0.58916,0.39693,0.43216,0.31114,0.58506,0.39427,0.42158,0.27571,1.3541,2.88359,2.35115,0.02074,0,0.00051886,0.00051886,0.00051886
245,23311.5,0.71498,0.83651,0.4609,0.00904,0.04013,0.52039,0.40638,0.42716,0.30425,0.51523,0.40285,0.41671,0.27399,1.36597,2.90271,2.29944,0.02125,0,0.00051688,0.00051688,0.00051688
246,23406.8,0.69098,0.77532,0.42805,0.00905,0.03319,0.52906,0.40733,0.43377,0.30612,0.52095,0.40054,0.41895,0.26823,1.35868,2.90975,2.2064,0.02078,0,0.0005149,0.0005149,0.0005149
247,23502.1,0.67111,0.83314,0.44388,0.00845,0.03602,0.57168,0.3905,0.4383,0.31097,0.56308,0.38441,0.42796,0.27449,1.35183,2.86638,2.19963,0.02061,0,0.00051292,0.00051292,0.00051292
248,23597.3,0.72374,0.82845,0.46181,0.00888,0.04129,0.55619,0.37595,0.43847,0.31267,0.55208,0.37361,0.4307,0.27722,1.38108,2.88949,2.26117,0.02122,0,0.00051094,0.00051094,0.00051094
249,23692.7,0.72885,0.85557,0.51169,0.00854,0.03835,0.63623,0.37687,0.43459,0.3041,0.62415,0.36879,0.42301,0.27039,1.37407,2.94132,2.21654,0.02148,0,0.00050896,0.00050896,0.00050896
250,23788,0.70942,0.87817,0.45334,0.00829,0.03871,0.64621,0.35342,0.43479,0.31648,0.63935,0.34865,0.42977,0.2795,1.3645,2.92506,2.28014,0.02104,0,0.00050698,0.00050698,0.00050698
251,23883.4,0.68223,0.8492,0.48509,0.00816,0.03733,0.50523,0.39441,0.41877,0.30052,0.49157,0.39524,0.41075,0.26487,1.38213,2.90853,2.23574,0.02107,0,0.000505,0.000505,0.000505
252,23978.8,0.69597,0.84045,0.45761,0.00805,0.039,0.52942,0.35727,0.40553,0.29952,0.42836,0.3905,0.38491,0.2604,1.35686,2.97763,2.22476,0.02057,0,0.00050302,0.00050302,0.00050302
253,24074.1,0.66815,0.75769,0.42872,0.00875,0.03747,0.57842,0.35593,0.40609,0.29304,0.57166,0.35138,0.39854,0.2562,1.35646,2.95978,2.26047,0.02037,0,0.00050104,0.00050104,0.00050104
254,24169.2,0.70978,0.83322,0.45548,0.0079,0.03873,0.63573,0.34957,0.40765,0.29095,0.63972,0.35388,0.4058,0.2526,1.35894,2.92384,2.287,0.02076,0,0.00049906,0.00049906,0.00049906
255,24264.3,0.69804,0.76485,0.40335,0.00885,0.03729,0.59473,0.37727,0.41072,0.30107,0.59085,0.37489,0.4027,0.26156,1.35251,2.9853,2.35658,0.02085,0,0.00049708,0.00049708,0.00049708
256,24359.3,0.69048,0.79453,0.42829,0.00813,0.03728,0.5757,0.3583,0.41612,0.30653,0.57349,0.35787,0.41538,0.27027,1.34368,2.93727,2.28279,0.02036,0,0.0004951,0.0004951,0.0004951
257,24454.3,0.66887,0.80253,0.44519,0.00874,0.03539,0.65539,0.36003,0.40795,0.294,0.58202,0.40149,0.40575,0.26451,1.36847,2.9247,2.28035,0.02082,0,0.00049312,0.00049312,0.00049312
258,24549.3,0.71643,0.90077,0.49658,0.0082,0.03829,0.59742,0.39365,0.44363,0.3075,0.59276,0.39009,0.43672,0.27868,1.34259,2.8646,2.25493,0.0207,0,0.00049114,0.00049114,0.00049114
259,24644.5,0.68978,0.80768,0.41622,0.0086,0.03565,0.62429,0.39102,0.44956,0.31454,0.61293,0.37662,0.42292,0.27898,1.36649,2.89621,2.24085,0.02091,0,0.00048916,0.00048916,0.00048916
260,24739.7,0.66135,0.78965,0.45331,0.00867,0.03547,0.59394,0.38056,0.42073,0.30269,0.5677,0.39588,0.40989,0.25766,1.37067,2.99917,2.40413,0.021,0,0.00048718,0.00048718,0.00048718
261,24834.9,0.71095,0.89532,0.48456,0.00871,0.03773,0.56075,0.36936,0.40544,0.28707,0.56023,0.36964,0.40085,0.2536,1.35745,2.99748,2.3255,0.02018,0,0.0004852,0.0004852,0.0004852
262,24930.3,0.71374,0.85774,0.50797,0.00882,0.04188,0.48948,0.38392,0.41906,0.29531,0.61568,0.34601,0.41728,0.25765,1.34689,2.90985,2.32075,0.02012,0,0.00048322,0.00048322,0.00048322
263,25025.6,0.69515,0.82173,0.44697,0.00817,0.03903,0.58632,0.36309,0.39386,0.28831,0.60148,0.37782,0.40192,0.25063,1.36071,2.83023,2.35846,0.02061,0,0.00048124,0.00048124,0.00048124
264,25120.6,0.67569,0.77908,0.4225,0.00794,0.03801,0.65694,0.3503,0.43107,0.30996,0.64473,0.34349,0.41567,0.27417,1.3594,2.89144,2.30571,0.02029,0,0.00047926,0.00047926,0.00047926
265,25216,0.66839,0.77406,0.42394,0.00848,0.03571,0.56818,0.3841,0.43221,0.30829,0.56012,0.37932,0.41635,0.27613,1.3785,2.95229,2.1879,0.02099,0,0.00047728,0.00047728,0.00047728
266,25311.2,0.68177,0.80004,0.45603,0.00783,0.03678,0.53827,0.39117,0.43882,0.31242,0.53326,0.38697,0.42569,0.27469,1.35178,2.96975,2.17156,0.0206,0,0.0004753,0.0004753,0.0004753
267,25406.6,0.69934,0.81182,0.46272,0.00851,0.03808,0.54311,0.41311,0.44462,0.31706,0.54098,0.40102,0.43114,0.28002,1.36815,2.978,2.12493,0.02086,0,0.00047332,0.00047332,0.00047332
268,25501.4,0.70988,0.85312,0.49934,0.00809,0.038,0.5222,0.39744,0.42785,0.30898,0.52485,0.39543,0.42273,0.27801,1.35565,2.86933,2.27871,0.02076,0,0.00047134,0.00047134,0.00047134
269,25596.3,0.69036,0.81201,0.43949,0.00804,0.03865,0.52888,0.41473,0.42225,0.31113,0.52255,0.40995,0.41423,0.26819,1.33898,2.89759,2.43667,0.02003,0,0.00046936,0.00046936,0.00046936
270,25691.4,0.68717,0.84578,0.46249,0.00788,0.03786,0.6308,0.36551,0.44108,0.32651,0.62043,0.36586,0.4383,0.28633,1.3291,2.90323,2.3442,0.02021,0,0.00046738,0.00046738,0.00046738
271,25786.9,0.69156,0.8373,0.48349,0.00865,0.03638,0.46736,0.41996,0.43299,0.31953,0.47009,0.42085,0.43223,0.27919,1.33954,2.82939,2.38323,0.0207,0,0.0004654,0.0004654,0.0004654
272,25882.1,0.65442,0.80598,0.45125,0.00805,0.03636,0.46677,0.39206,0.41572,0.30264,0.46642,0.39237,0.41235,0.26916,1.35956,2.8031,2.37158,0.02101,0,0.00046342,0.00046342,0.00046342
273,25977.2,0.65045,0.77265,0.40888,0.0081,0.03453,0.43028,0.4035,0.42789,0.31603,0.42467,0.39935,0.42178,0.27249,1.35427,2.87398,2.36886,0.02064,0,0.00046144,0.00046144,0.00046144
274,26072.5,0.65699,0.75974,0.41922,0.00826,0.03615,0.48024,0.43261,0.42703,0.31341,0.47745,0.42992,0.42278,0.27141,1.3424,2.94088,2.32081,0.02057,0,0.00045946,0.00045946,0.00045946
275,26167.5,0.667,0.79862,0.43988,0.00815,0.03741,0.54141,0.41058,0.43108,0.31443,0.56233,0.39695,0.42088,0.27117,1.35179,2.92873,2.32713,0.02058,0,0.00045748,0.00045748,0.00045748
276,26262.5,0.66193,0.8037,0.41905,0.00814,0.03571,0.65544,0.37023,0.45354,0.3303,0.64789,0.36293,0.443,0.28613,1.36508,2.88678,2.33007,0.02066,0,0.0004555,0.0004555,0.0004555
277,26358.2,0.65713,0.76004,0.41934,0.00839,0.03627,0.57993,0.38215,0.441,0.31529,0.57513,0.37965,0.43809,0.27678,1.36794,2.84941,2.3173,0.02041,0,0.00045352,0.00045352,0.00045352
278,26453.2,0.67895,0.77294,0.46297,0.00847,0.03489,0.61269,0.38724,0.44026,0.31946,0.59886,0.37433,0.42586,0.28371,1.34339,2.88897,2.35251,0.01978,0,0.00045154,0.00045154,0.00045154
279,26548.5,0.63031,0.78982,0.40712,0.00786,0.03415,0.58622,0.38042,0.43898,0.32084,0.56993,0.36877,0.42416,0.27677,1.3294,2.89412,2.40579,0.01977,0,0.00044956,0.00044956,0.00044956
280,26643.5,0.64,0.80743,0.42549,0.00809,0.03457,0.53305,0.41185,0.43331,0.32016,0.53145,0.41391,0.42637,0.27875,1.32513,2.85972,2.2872,0.02006,0,0.00044758,0.00044758,0.00044758
281,26738.7,0.64686,0.73546,0.41359,0.00788,0.03376,0.55163,0.37934,0.42475,0.30992,0.54945,0.38338,0.41946,0.27096,1.33874,2.90288,2.28819,0.02056,0,0.0004456,0.0004456,0.0004456
282,26833.7,0.68723,0.84139,0.47136,0.00851,0.03607,0.58223,0.36386,0.43109,0.3112,0.55028,0.35927,0.42327,0.27859,1.35522,3.0191,2.39667,0.02103,0,0.00044362,0.00044362,0.00044362
283,26928.6,0.64818,0.75998,0.41204,0.00798,0.03372,0.50121,0.3865,0.40443,0.29772,0.49247,0.37789,0.39501,0.25926,1.36166,2.974,2.42338,0.0206,0,0.00044164,0.00044164,0.00044164
284,27023.7,0.63633,0.73312,0.39041,0.00794,0.03523,0.53887,0.37152,0.42566,0.30451,0.65188,0.33027,0.40193,0.26768,1.35328,2.97489,2.42859,0.02028,0,0.00043966,0.00043966,0.00043966
285,27118.9,0.64124,0.74645,0.42621,0.00798,0.03381,0.54361,0.41282,0.42796,0.30659,0.51363,0.38933,0.39945,0.26188,1.35151,3.00338,2.40485,0.02058,0,0.00043768,0.00043768,0.00043768
286,27213.9,0.63788,0.79738,0.43126,0.00815,0.03668,0.6501,0.36162,0.42833,0.3109,0.63519,0.35152,0.40645,0.26275,1.35177,3.01369,2.45501,0.0206,0,0.0004357,0.0004357,0.0004357
287,27308.9,0.673,0.77353,0.43435,0.00837,0.03533,0.5262,0.39277,0.4181,0.30448,0.52462,0.38022,0.40436,0.2625,1.34149,2.92775,2.49366,0.02016,0,0.00043372,0.00043372,0.00043372
288,27404.3,0.63348,0.72906,0.3729,0.00782,0.03317,0.4781,0.39956,0.39019,0.28867,0.45898,0.38499,0.37342,0.24771,1.36134,2.99892,2.4864,0.02072,0,0.00043174,0.00043174,0.00043174
289,27499.6,0.61952,0.71463,0.38999,0.00768,0.03431,0.52158,0.39455,0.39431,0.29212,0.51968,0.37959,0.38737,0.25025,1.34885,3.02594,2.41727,0.02031,0,0.00042976,0.00042976,0.00042976
290,27594.7,0.63622,0.72545,0.37416,0.00798,0.03244,0.65021,0.36918,0.39274,0.29522,0.63941,0.36211,0.38817,0.25028,1.37399,3.03877,2.46559,0.02103,0,0.00042778,0.00042778,0.00042778
291,27689.7,0.6391,0.74385,0.41127,0.00834,0.03472,0.5901,0.37465,0.41112,0.3001,0.58289,0.374,0.40526,0.25696,1.36366,2.98152,2.41392,0.02081,0,0.0004258,0.0004258,0.0004258
292,27784.7,0.64893,0.78365,0.46032,0.00761,0.0367,0.61199,0.36725,0.41665,0.30964,0.60136,0.36008,0.40275,0.26956,1.34622,3.00166,2.30039,0.02053,0,0.00042382,0.00042382,0.00042382
293,27879.7,0.63866,0.74505,0.42558,0.00711,0.03422,0.62863,0.35374,0.40699,0.30301,0.62537,0.35137,0.40455,0.26418,1.35496,2.99168,2.28179,0.02056,0,0.00042184,0.00042184,0.00042184
294,27974.8,0.62398,0.74627,0.4371,0.00757,0.03229,0.57262,0.40687,0.42805,0.31686,0.55858,0.39747,0.41842,0.27833,1.35137,3.00261,2.31365,0.02052,0,0.00041986,0.00041986,0.00041986
295,28070,0.61712,0.73999,0.38105,0.00707,0.03393,0.57111,0.4148,0.44723,0.3227,0.56386,0.40116,0.43892,0.2851,1.33101,2.91322,2.33249,0.02045,0,0.00041788,0.00041788,0.00041788
296,28164.8,0.60817,0.70252,0.38558,0.00737,0.03368,0.59254,0.41447,0.45124,0.32932,0.55983,0.41282,0.44293,0.28139,1.37166,2.9303,2.35035,0.02101,0,0.0004159,0.0004159,0.0004159
297,28260,0.63793,0.76478,0.44232,0.00828,0.03647,0.58418,0.37359,0.40982,0.29878,0.5865,0.37274,0.40032,0.25363,1.34802,2.96338,2.36207,0.02015,0,0.00041392,0.00041392,0.00041392
298,28354.9,0.60854,0.77112,0.43082,0.00753,0.03454,0.45965,0.39817,0.40777,0.29958,0.45895,0.38802,0.39994,0.25603,1.34506,2.94982,2.32551,0.02025,0,0.00041194,0.00041194,0.00041194
299,28449.9,0.64013,0.78738,0.45087,0.0077,0.03693,0.56515,0.37393,0.44804,0.32819,0.58655,0.365,0.43839,0.28097,1.31772,2.97131,2.303,0.0197,0,0.00040996,0.00040996,0.00040996
300,28545,0.61303,0.69555,0.42311,0.00784,0.03309,0.55868,0.38319,0.44409,0.33401,0.53595,0.36473,0.42571,0.28812,1.30687,2.92765,2.32888,0.01975,0,0.00040798,0.00040798,0.00040798
301,28640.4,0.62562,0.71477,0.41726,0.00755,0.03115,0.58789,0.38455,0.43784,0.32218,0.56801,0.36527,0.41692,0.27922,1.31768,2.86034,2.38339,0.02014,0,0.000406,0.000406,0.000406
302,28735.4,0.6138,0.70809,0.36522,0.00729,0.03272,0.53827,0.39858,0.43465,0.3165,0.52761,0.38887,0.42104,0.27615,1.33066,2.92763,2.37739,0.02024,0,0.00040402,0.00040402,0.00040402
303,28830.6,0.61509,0.69376,0.40342,0.00725,0.03494,0.47778,0.39783,0.41983,0.30452,0.56242,0.34987,0.40845,0.26149,1.33184,2.92479,2.42421,0.02022,0,0.00040204,0.00040204,0.00040204
304,28925.7,0.57909,0.68595,0.37689,0.00738,0.0323,0.52054,0.3804,0.4079,0.29461,0.51981,0.37634,0.39928,0.25685,1.34611,2.96322,2.43336,0.02046,0,0.00040006,0.00040006,0.00040006
305,29020.9,0.61297,0.71298,0.38444,0.00705,0.03026,0.62213,0.38411,0.43665,0.31726,0.6201,0.37708,0.42948,0.27702,1.31085,2.99734,2.44325,0.01964,0,0.00039808,0.00039808,0.00039808
306,29115.8,0.63629,0.78779,0.38699,0.00729,0.03584,0.52175,0.3976,0.40663,0.29525,0.51585,0.39202,0.40123,0.2512,1.32961,2.97392,2.4327,0.01993,0,0.0003961,0.0003961,0.0003961
307,29210.9,0.58752,0.68064,0.37824,0.00693,0.03186,0.51394,0.40329,0.40535,0.29343,0.49935,0.3947,0.39392,0.25034,1.34181,2.97774,2.46206,0.02022,0,0.00039412,0.00039412,0.00039412
308,29306.1,0.60018,0.67966,0.34279,0.00746,0.03007,0.51707,0.40977,0.41797,0.30853,0.5863,0.36644,0.40472,0.2601,1.31985,3.0606,2.46261,0.01952,0,0.00039214,0.00039214,0.00039214
309,29401.1,0.64053,0.72892,0.43168,0.00768,0.03532,0.50889,0.42233,0.40388,0.2986,0.52222,0.40681,0.3912,0.25125,1.31995,3.05759,2.39542,0.01939,0,0.00039016,0.00039016,0.00039016
310,29496.8,0.60588,0.72832,0.39785,0.0075,0.03395,0.54424,0.36104,0.40496,0.29014,0.53148,0.35277,0.39042,0.24578,1.33429,3.02369,2.49526,0.01976,0,0.00038818,0.00038818,0.00038818
311,29591.8,0.60143,0.69425,0.39497,0.00724,0.03154,0.5931,0.35484,0.40622,0.2961,0.5813,0.34719,0.39547,0.25435,1.31824,2.99743,2.44495,0.01945,0,0.0003862,0.0003862,0.0003862
312,29686.9,0.61131,0.69645,0.38809,0.00694,0.03392,0.51925,0.39298,0.42294,0.30434,0.51015,0.38574,0.41086,0.26829,1.30058,3.08146,2.35285,0.01927,0,0.00038422,0.00038422,0.00038422
313,29781.9,0.61829,0.68426,0.38154,0.0073,0.03238,0.51206,0.428,0.42575,0.31306,0.50057,0.42109,0.4133,0.27207,1.30538,3.10587,2.29389,0.01945,0,0.00038224,0.00038224,0.00038224
314,29876.9,0.57508,0.74937,0.35681,0.00675,0.02924,0.62208,0.35818,0.40112,0.29567,0.61622,0.34662,0.38886,0.25755,1.31604,3.01775,2.3565,0.01966,0,0.00038026,0.00038026,0.00038026
315,29972.1,0.61678,0.76721,0.4208,0.00751,0.03389,0.54143,0.40345,0.40858,0.29793,0.53646,0.39953,0.39976,0.26208,1.33099,3.05448,2.35932,0.02027,0,0.00037828,0.00037828,0.00037828
316,30067.1,0.60912,0.73518,0.40328,0.00688,0.03276,0.51994,0.43367,0.41532,0.3053,0.51439,0.42855,0.40805,0.26813,1.31568,2.9918,2.32362,0.01957,0,0.0003763,0.0003763,0.0003763
317,30162.2,0.60058,0.735,0.42639,0.00677,0.03393,0.48318,0.42826,0.42406,0.31198,0.47102,0.41541,0.41182,0.26981,1.3047,2.9675,2.35983,0.01954,0,0.00037432,0.00037432,0.00037432
318,30257.2,0.59318,0.69856,0.37042,0.00699,0.03033,0.56231,0.40942,0.43387,0.31767,0.55812,0.38655,0.4173,0.27286,1.3067,3.02837,2.3741,0.01983,0,0.00037234,0.00037234,0.00037234
319,30352.2,0.58782,0.68064,0.35477,0.00685,0.02994,0.53634,0.38796,0.41034,0.30357,0.5262,0.38165,0.39926,0.26471,1.32571,3.03472,2.32345,0.02053,0,0.00037036,0.00037036,0.00037036
320,30447.3,0.63531,0.77126,0.42399,0.00764,0.03269,0.57065,0.38106,0.40418,0.29902,0.56179,0.37437,0.39479,0.26334,1.31421,2.99391,2.3744,0.02002,0,0.00036838,0.00036838,0.00036838
321,30542.3,0.56556,0.65213,0.32302,0.00695,0.02959,0.58672,0.38035,0.40656,0.29937,0.58228,0.37797,0.39921,0.26659,1.31561,2.93226,2.41215,0.01996,0,0.0003664,0.0003664,0.0003664
322,30637.4,0.63011,0.80499,0.4406,0.00734,0.03722,0.6519,0.35718,0.41317,0.30276,0.64465,0.3542,0.40326,0.26205,1.32082,2.91952,2.41367,0.0202,0,0.00036442,0.00036442,0.00036442
323,30732.4,0.59387,0.67076,0.34665,0.0067,0.03073,0.55516,0.37609,0.40815,0.30023,0.54806,0.37151,0.39851,0.26316,1.29791,2.92725,2.41891,0.01951,0,0.00036244,0.00036244,0.00036244
324,30827.4,0.60223,0.78341,0.40307,0.00708,0.02871,0.57985,0.36525,0.41611,0.30557,0.47662,0.40484,0.40468,0.26155,1.31784,2.94689,2.36079,0.01952,0,0.00036046,0.00036046,0.00036046
325,30922.3,0.568,0.72337,0.40515,0.00663,0.03165,0.4983,0.42839,0.44545,0.32515,0.49353,0.42457,0.43557,0.27676,1.29424,2.90691,2.38055,0.0191,0,0.00035848,0.00035848,0.00035848
326,31017.4,0.56163,0.65804,0.35114,0.00662,0.02842,0.5442,0.39725,0.43672,0.31165,0.53863,0.39318,0.42851,0.26635,1.30911,2.9357,2.35202,0.01943,0,0.0003565,0.0003565,0.0003565
327,31112.5,0.57943,0.68128,0.38679,0.00705,0.03172,0.62532,0.36886,0.43353,0.31844,0.61961,0.36556,0.42645,0.26962,1.30398,3.05133,2.38275,0.01932,0,0.00035452,0.00035452,0.00035452
328,31207.6,0.593,0.73061,0.39782,0.00686,0.03223,0.56008,0.39596,0.41299,0.30979,0.64792,0.36665,0.40773,0.26335,1.31073,3.11875,2.41175,0.01983,0,0.00035254,0.00035254,0.00035254
329,31302.9,0.57513,0.67133,0.36765,0.00709,0.03028,0.65791,0.40315,0.44178,0.328,0.64242,0.38942,0.43126,0.27958,1.32045,3.10298,2.39151,0.01984,0,0.00035056,0.00035056,0.00035056
330,31398,0.56707,0.71737,0.35131,0.00639,0.02977,0.61183,0.40183,0.43288,0.32169,0.6008,0.38908,0.42421,0.27719,1.31035,3.08366,2.43892,0.01948,0,0.00034858,0.00034858,0.00034858
331,31493.3,0.56664,0.65572,0.34368,0.00706,0.03018,0.62034,0.36424,0.41019,0.30381,0.60753,0.35892,0.40306,0.26384,1.31754,3.06194,2.46798,0.01955,0,0.0003466,0.0003466,0.0003466
332,31588.9,0.57585,0.7245,0.40371,0.00682,0.03201,0.58716,0.3591,0.40783,0.3034,0.57723,0.35229,0.39985,0.26252,1.30866,2.9773,2.50426,0.01958,0,0.00034462,0.00034462,0.00034462
333,31683.9,0.55704,0.64173,0.352,0.00638,0.02898,0.57078,0.3526,0.41061,0.30184,0.56776,0.3506,0.40522,0.26189,1.3092,3.03657,2.45352,0.01968,0,0.00034264,0.00034264,0.00034264
334,31779,0.57143,0.66748,0.34777,0.00683,0.03049,0.58771,0.35008,0.41377,0.3006,0.58016,0.34751,0.40541,0.26219,1.31427,3.09081,2.41753,0.01951,0,0.00034066,0.00034066,0.00034066
335,31874.2,0.57559,0.65768,0.36514,0.00711,0.03134,0.55006,0.38072,0.41395,0.30672,0.60741,0.35209,0.40022,0.26411,1.29898,3.11384,2.37734,0.01931,0,0.00033868,0.00033868,0.00033868
336,31969.2,0.59541,0.70688,0.39506,0.00737,0.02909,0.48918,0.41129,0.41647,0.30963,0.48673,0.40943,0.41089,0.27119,1.30372,3.07486,2.38913,0.01939,0,0.0003367,0.0003367,0.0003367
337,32064.3,0.60163,0.71153,0.37416,0.00724,0.02998,0.56674,0.39942,0.42472,0.31499,0.54758,0.38124,0.40935,0.27248,1.3107,3.08127,2.37651,0.01961,0,0.00033472,0.00033472,0.00033472
338,32159.5,0.55075,0.67167,0.37943,0.00669,0.03329,0.54877,0.40035,0.43353,0.3203,0.54324,0.38917,0.42325,0.27718,1.29563,3.10125,2.40832,0.01937,0,0.00033274,0.00033274,0.00033274
339,32254.5,0.59172,0.68252,0.3772,0.00665,0.03109,0.5823,0.38048,0.43796,0.32107,0.61878,0.35485,0.41984,0.27826,1.30328,3.03026,2.38096,0.0197,0,0.00033076,0.00033076,0.00033076
340,32349.7,0.58939,0.69205,0.37953,0.00684,0.02907,0.57322,0.37988,0.43749,0.31936,0.56135,0.36554,0.41979,0.28113,1.29585,2.9892,2.39755,0.01947,0,0.00032878,0.00032878,0.00032878
341,32444.8,0.57101,0.63553,0.33172,0.00671,0.02586,0.52325,0.42633,0.44353,0.32643,0.50852,0.4191,0.43681,0.28353,1.2818,3.0312,2.41664,0.01944,0,0.0003268,0.0003268,0.0003268
342,32539.9,0.56719,0.69537,0.34142,0.00687,0.03048,0.61391,0.38014,0.43982,0.32032,0.6021,0.37315,0.43179,0.28011,1.29652,3.07254,2.35673,0.01948,0,0.00032482,0.00032482,0.00032482
343,32634.8,0.58287,0.70716,0.41698,0.00711,0.03292,0.57845,0.37412,0.4395,0.31752,0.52675,0.39454,0.42851,0.27964,1.28002,3.06318,2.32426,0.01925,0,0.00032284,0.00032284,0.00032284
344,32729.6,0.55332,0.68237,0.37328,0.00668,0.03172,0.56305,0.39654,0.44336,0.32824,0.55658,0.3924,0.4337,0.28485,1.29617,3.07258,2.27308,0.01963,0,0.00032086,0.00032086,0.00032086
345,32824.5,0.54097,0.73702,0.35899,0.00649,0.03043,0.60471,0.35792,0.41293,0.31135,0.59989,0.35581,0.40676,0.27211,1.28181,3.07846,2.26646,0.01924,0,0.00031888,0.00031888,0.00031888
346,32919.7,0.54065,0.63463,0.35852,0.00658,0.0282,0.47328,0.42048,0.4122,0.31031,0.47183,0.41739,0.40785,0.273,1.28104,3.03555,2.41549,0.01925,0,0.0003169,0.0003169,0.0003169
347,33014.9,0.5582,0.69791,0.35987,0.00653,0.03063,0.48357,0.40941,0.40491,0.29718,0.47899,0.40247,0.39785,0.25623,1.27446,3.03304,2.3824,0.01896,0,0.00031492,0.00031492,0.00031492
348,33109.9,0.51625,0.60993,0.30327,0.00637,0.02612,0.52546,0.40845,0.43655,0.31876,0.5232,0.40213,0.42753,0.27347,1.2783,3.0109,2.26654,0.01925,0,0.00031294,0.00031294,0.00031294
349,33204.8,0.5113,0.60402,0.29692,0.00645,0.02764,0.6267,0.3719,0.43883,0.32579,0.62595,0.36574,0.4301,0.28384,1.29003,3.11106,2.2572,0.01952,0,0.00031096,0.00031096,0.00031096
350,33299.8,0.54804,0.64755,0.33244,0.00674,0.02814,0.59768,0.36668,0.42464,0.3182,0.58865,0.36777,0.41775,0.28181,1.27407,3.10105,2.34055,0.01924,0,0.00030898,0.00030898,0.00030898
351,33394.7,0.53662,0.63458,0.32585,0.0062,0.02756,0.48908,0.40041,0.43095,0.32167,0.48803,0.39825,0.42391,0.283,1.27278,3.06883,2.3836,0.01916,0,0.000307,0.000307,0.000307
352,33489.7,0.56001,0.69204,0.33548,0.0067,0.02845,0.50603,0.39982,0.43356,0.32132,0.49923,0.39479,0.42762,0.28423,1.27046,3.02915,2.37339,0.01908,0,0.00030502,0.00030502,0.00030502
353,33584.5,0.55382,0.65932,0.36162,0.00671,0.02979,0.516,0.3871,0.40859,0.30579,0.51013,0.38433,0.40461,0.27027,1.27931,3.11764,2.35677,0.01922,0,0.00030304,0.00030304,0.00030304
354,33679.8,0.53312,0.61758,0.32302,0.00633,0.02653,0.56387,0.40593,0.42999,0.32146,0.55857,0.40216,0.42454,0.28173,1.28029,3.1896,2.35764,0.01913,0,0.00030106,0.00030106,0.00030106
355,33774.7,0.55217,0.66667,0.39909,0.00655,0.02852,0.63643,0.36499,0.42233,0.31835,0.61838,0.37301,0.419,0.27609,1.27897,3.16675,2.44886,0.01921,0,0.00029908,0.00029908,0.00029908
356,33869.7,0.59075,0.71444,0.41193,0.00677,0.03274,0.64403,0.35988,0.42469,0.31695,0.54935,0.37323,0.41735,0.26819,1.27752,3.16748,2.40233,0.01901,0,0.0002971,0.0002971,0.0002971
357,33964.6,0.5457,0.65779,0.34018,0.00623,0.02714,0.63233,0.36246,0.4232,0.30943,0.62022,0.35206,0.40948,0.26592,1.28038,3.17498,2.40296,0.019,0,0.00029512,0.00029512,0.00029512
358,34059.5,0.53837,0.61787,0.3341,0.00654,0.02805,0.62625,0.37679,0.42999,0.31221,0.61945,0.3726,0.42291,0.27403,1.28956,3.13904,2.40387,0.01926,0,0.00029314,0.00029314,0.00029314
359,34154.4,0.56159,0.62708,0.33844,0.00682,0.0283,0.58687,0.38987,0.41218,0.30113,0.58166,0.38621,0.40355,0.25787,1.27713,3.16241,2.43378,0.01881,0,0.00029116,0.00029116,0.00029116
360,34249.3,0.52335,0.62151,0.34813,0.0067,0.02683,0.57752,0.38465,0.39308,0.29088,0.57638,0.37849,0.3905,0.25237,1.29368,3.18559,2.41312,0.01938,0,0.00028918,0.00028918,0.00028918
361,34344.3,0.51648,0.68185,0.36365,0.00652,0.02712,0.59511,0.36394,0.40224,0.29803,0.59497,0.36512,0.40029,0.26164,1.27823,3.16176,2.39564,0.01931,0,0.0002872,0.0002872,0.0002872
